date,league,t1,t2,bet_type,bet_line,ROI,fair_odds,odds,House,url,status,telegram,resultado,profit
25 Jul 2025 14:00,HW,Entropiq,Team UNiTY,under,total_kills 33.5,22.00%,1.5,1.83,BET365,url não disponível,pending,1,0,0.0
25 Jul 2025 20:00,NACL,Conviction,Winthrop University,under,total_kills 30.5,13.29%,1.62,1.83,BET365,url não disponível,win,1,1,0.83
25 Jul 2025 21:00,,Dorado Gaming,Vancouver Impact,under,total_kills 28.5,25.81%,1.45,1.83,BET365,url não disponível,pending,1,0,0.0
25 Jul 2025 22:00,NACL,Citadel Gaming,CCG Esports,under,total_kills 31.5,13.29%,1.62,1.83,BET365,url não disponível,win,1,1,0.83
26 Jul 2025 04:00,LPL,Ninjas in Pyjamas,Ultra Prime,under,total_towers 11.5,51.95%,1.48,2.25,BET365,url não disponível,win,1,1,1.25
26 Jul 2025 04:00,LPL,Ninjas in Pyjamas,Ultra Prime,under,total_kills 28.5,40.22%,1.31,1.83,BET365,url não disponível,win,1,1,0.83
26 Jul 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_towers 12.5,30.83%,1.2,1.57,BET365,url não disponível,win,1,1,0.57
26 Jul 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_dragons 4.5,25.00%,1.6,2.0,BET365,url não disponível,loss,1,1,-1.0
26 Jul 2025 08:00,LPL,JD Gaming,Team WE,under,total_towers 12.5,24.29%,1.26,1.57,BET365,url não disponível,loss,1,1,-1.0
27 Jul 2025 06:00,LPL,Bilibili Gaming,FunPlus Phoenix,over,total_dragons 4.5,28.38%,1.85,2.37,BET365,url não disponível,loss,1,1,-1.0
27 Jul 2025 08:00,LPL,Anyone's Legend,Weibo Gaming,under,total_inhibitors 1.5,14.67%,1.5,1.72,BET365,url não disponível,win,1,1,0.72
1 Ago 2025 06:00,LJL,Burning Core Toyama,Yang Yang Gaming,over,total_kills 35.5,83.00%,1.0,1.83,BET365,url não disponível,win,1,1,0.83
26 Jul 2025 06:30,LCP,MGN Vikings Esports,DetonatioN FocusMe,over,total_barons 1.5,43.75%,3.83,5.5,BET365,url não disponível,win,1,1,4.5
26 Jul 2025 06:30,LCP,MGN Vikings Esports,DetonatioN FocusMe,over,game_duration 30.5,26.85%,1.44,1.83,BET365,url não disponível,win,1,1,0.83
26 Jul 2025 10:00,HLL,Team Insidious,Team Paradox,under,total_kills 36.5,42.33%,1.29,1.83,BET365,url não disponível,loss,1,1,-1.0
26 Jul 2025 13:00,LEC,Team Vitality,SK Gaming,under,total_kills 34.5,27.55%,1.43,1.83,BET365,url não disponível,pending,1,0,0.0
26 Jul 2025 13:00,PRM,ROSSMANN Centaurs,E WIE EINFACH E-SPORTS,over,total_towers 12.5,26.96%,1.87,2.37,BET365,url não disponível,loss,1,1,-1.0
26 Jul 2025 13:00,PRM,ROSSMANN Centaurs,E WIE EINFACH E-SPORTS,under,total_inhibitors 1.5,11.96%,1.7,1.9,BET365,url não disponível,loss,1,1,-1.0
27 Jul 2025 06:30,LCP,Chiefs Esports Club,Fukuoka SoftBank HAWKS gaming,under,total_dragons 4.5,27.50%,1.2,1.53,BET365,url não disponível,win,1,1,0.53
27 Jul 2025 06:30,LCP,Chiefs Esports Club,Fukuoka SoftBank HAWKS gaming,under,total_kills 26.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
27 Jul 2025 11:00,HW,GLORE,BRUTE,over,total_kills 33.5,26.07%,1.45,1.83,BET365,url não disponível,pending,1,0,0.0
27 Jul 2025 13:00,PRM,Austrian Force willhaben,ROSSMANN Centaurs,over,total_towers 12.5,26.56%,1.78,2.25,BET365,url não disponível,win,1,1,1.25
27 Jul 2025 13:00,PRM,Austrian Force willhaben,ROSSMANN Centaurs,over,total_kills 30.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
28 Jul 2025 06:00,PCS,Frank Esports,CTBC Flying Oyster Academy,under,total_kills 36.5,49.96%,1.22,1.83,BET365,url não disponível,win,1,1,0.83
28 Jul 2025 08:00,LPL,Top Esports,JD Gaming,under,total_towers 12.5,30.24%,1.21,1.57,BET365,url não disponível,loss,1,1,-1.0
28 Jul 2025 08:00,LPL,Top Esports,JD Gaming,over,total_kills 28.5,26.16%,1.45,1.83,BET365,url não disponível,loss,1,1,-1.0
28 Jul 2025 17:00,CD,Flamengo MDL,Los Grandes,under,total_kills 31.5,44.88%,1.26,1.83,BET365,url não disponível,win,1,1,0.83
28 Jul 2025 18:00,CD,Rise Gaming,Corinthians Esports,under,total_kills 30.5,22.14%,1.56,1.9,BET365,url não disponível,win,1,1,0.9
28 Jul 2025 19:00,CD,Stellae Gaming,KaBuM! Ilha das Lendas,under,total_kills 30.5,24.00%,1.45,1.8,BET365,url não disponível,win,1,1,0.8
28 Jul 2025 20:00,CD,Vivo Keyd Stars Academy,e-Champ Gaming,over,total_kills 31.5,33.09%,1.38,1.83,BET365,url não disponível,win,1,1,0.83
28 Jul 2025 21:00,CD,RED Academy,Alpha7 Esports,under,total_kills 31.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
29 Jul 2025 06:00,LPL,Ultra Prime,LGD Gaming,under,total_towers 12.5,23.36%,1.31,1.61,BET365,url não disponível,win,1,1,0.61
29 Jul 2025 06:00,LPL,Ultra Prime,LGD Gaming,under,total_dragons 4.5,16.88%,1.71,2.0,BET365,url não disponível,win,1,1,1.0
29 Jul 2025 08:00,LPL,FunPlus Phoenix,Invictus Gaming,over,total_kills 28.5,22.00%,1.5,1.83,BET365,url não disponível,win,1,1,0.83
29 Jul 2025 08:00,LPL,FunPlus Phoenix,Invictus Gaming,under,total_towers 12.5,11.21%,1.41,1.57,BET365,url não disponível,loss,1,1,-1.0
29 Jul 2025 18:00,CD,Los Grandes,RED Academy,under,total_kills 31.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
29 Jul 2025 20:00,CD,Corinthians Esports,Vivo Keyd Stars Academy,under,total_kills 31.5,28.34%,1.43,1.83,BET365,url não disponível,win,1,1,0.83
30 Jul 2025 06:00,LPL,Anyone's Legend,Team WE,under,total_towers 12.5,37.38%,1.14,1.57,BET365,url não disponível,win,1,1,0.57
30 Jul 2025 06:00,LPL,Anyone's Legend,Team WE,under,total_dragons 4.5,22.00%,1.5,1.83,BET365,url não disponível,win,1,1,0.83
30 Jul 2025 08:00,LPL,Invictus Gaming,Bilibili Gaming,under,total_towers 12.5,29.00%,1.33,1.72,BET365,url não disponível,pending,1,0,0.0
30 Jul 2025 08:00,LPL,Invictus Gaming,Bilibili Gaming,over,total_kills 31.5,14.38%,1.6,1.83,BET365,url não disponível,pending,1,0,0.0
30 Jul 2025 16:00,NLC,NORD Esports,Bulldog Esports,over,total_inhibitors 1.5,24.50%,1.33,1.66,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 16:00,NLC,NORD Esports,Bulldog Esports,over,total_kills 33.5,14.38%,1.6,1.83,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 18:00,CD,RED Academy,e-Champ Gaming,over,total_kills 31.5,60.13%,1.14,1.83,BET365,url não disponível,win,1,1,0.83
30 Jul 2025 20:00,CD,Stellae Gaming,Los Grandes,under,total_kills 30.5,68.89%,1.12,1.9,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 06:00,LPL,Top Esports,Team WE,under,total_towers 12.5,24.29%,1.26,1.57,BET365,url não disponível,win,1,1,0.57
31 Jul 2025 06:00,LPL,Top Esports,Team WE,under,total_inhibitors 1.5,14.67%,1.5,1.72,BET365,url não disponível,win,1,1,0.72
31 Jul 2025 08:00,LPL,Weibo Gaming,Bilibili Gaming,over,total_kills 27.5,29.62%,1.41,1.83,BET365,url não disponível,win,1,1,0.83
31 Jul 2025 08:00,LPL,Weibo Gaming,Bilibili Gaming,under,total_towers 12.5,14.67%,1.5,1.72,BET365,url não disponível,win,1,1,0.72
31 Jul 2025 13:00,NLC,Rich Gang,DMG Esports,under,total_kills 32.5,37.25%,1.33,1.83,BET365,url não disponível,win,1,1,0.83
31 Jul 2025 13:00,NLC,Rich Gang,DMG Esports,over,total_towers 11.5,17.75%,1.33,1.57,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 15:00,ROL,ZennIT,A One Man Army,under,total_kills 31.5,37.25%,1.33,1.83,BET365,url não disponível,win,1,1,0.83
31 Jul 2025 16:00,NLC,Verdant,Venomcrest Esports,over,total_barons 1.5,62.38%,2.67,4.33,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 16:00,NLC,Verdant,Venomcrest Esports,over,total_dragons 4.5,31.25%,1.6,2.1,BET365,url não disponível,loss,1,1,-1.0
29 Jul 2025 05:00,LCKC,OKSavingsBank BRION Challengers,Nongshim Esports Academy,over,total_kills 28.5,56.86%,1.17,1.83,BET365,url não disponível,loss,1,1,-1.0
29 Jul 2025 05:00,LCKC,OKSavingsBank BRION Challengers,Nongshim Esports Academy,under,total_inhibitors 1.5,22.14%,1.56,1.9,BET365,url não disponível,win,1,1,0.9
29 Jul 2025 07:00,LCKC,BNK FEARX Youth,T1 Esports Academy,under,total_dragons 4.5,75.00%,1.14,2.0,BET365,url não disponível,loss,1,1,-1.0
29 Jul 2025 07:00,LCKC,BNK FEARX Youth,T1 Esports Academy,over,total_inhibitors 1.5,35.00%,1.33,1.8,BET365,url não disponível,loss,1,1,-1.0
29 Jul 2025 13:00,LVP SL,ZETA,LUA Gaming,under,game_duration 31.5,16.92%,1.57,1.83,BET365,url não disponível,win,1,1,0.83
29 Jul 2025 13:00,LVP SL,ZETA,LUA Gaming,over,total_towers 12.5,16.11%,1.89,2.2,BET365,url não disponível,win,1,1,1.2
29 Jul 2025 15:00,LEC,GiantX,Guasones,under,total_kills 28.5,27.08%,1.44,1.83,BET365,url não disponível,pending,1,0,0.0
29 Jul 2025 15:00,LEC,GiantX,Guasones,over,total_towers 11.5,13.75%,1.85,2.1,BET365,url não disponível,pending,1,0,0.0
29 Jul 2025 15:00,RL,Zero Tenacity,DOCISK,over,total_towers 11.5,44.38%,1.45,2.1,BET365,url não disponível,win,1,1,1.1
29 Jul 2025 15:00,RL,Zero Tenacity,DOCISK,over,game_duration 29.5,29.62%,1.41,1.83,BET365,url não disponível,win,1,1,0.83
29 Jul 2025 16:00,LVP SL,UCAM Esports,Los Heretics,over,total_dragons 4.5,31.00%,2.0,2.62,BET365,url não disponível,win,1,1,1.62
29 Jul 2025 16:00,LVP SL,UCAM Esports,Los Heretics,under,total_inhibitors 1.5,23.50%,1.54,1.9,BET365,url não disponível,loss,1,1,-1.0
29 Jul 2025 16:00,LVP SL,LUA Gaming,Barça eSports,over,total_dragons 4.5,14.58%,2.18,2.5,BET365,url não disponível,loss,1,1,-1.0
29 Jul 2025 16:00,LVP SL,LUA Gaming,Barça eSports,under,game_duration 32.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
29 Jul 2025 17:00,LVP SL,Veni Vidi Vici,ZETA,over,total_kills 30.5,19.23%,1.53,1.83,BET365,url não disponível,win,1,1,0.83
29 Jul 2025 17:00,LVP SL,Veni Vidi Vici,ZETA,over,total_towers 12.5,15.61%,1.82,2.1,BET365,url não disponível,win,1,1,1.1
30 Jul 2025 05:00,LCK,DRX,Dplus KIA,under,total_inhibitors 1.5,37.25%,1.33,1.83,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 05:00,LCK,DRX,Dplus KIA,over,total_kills 26.5,29.62%,1.41,1.83,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 05:00,LCKC,Gen.G Global Academy,DRX Challengers,under,total_kills 29.5,12.41%,1.63,1.83,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 07:00,LCKC,Dplus KIA Challengers,Hanwha Life Esports Challengers,over,total_dragons 4.5,24.70%,1.38,1.72,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 07:00,LCKC,Dplus KIA Challengers,Hanwha Life Esports Challengers,under,total_inhibitors 1.5,12.42%,1.69,1.9,BET365,url não disponível,win,1,1,0.9
30 Jul 2025 07:00,LCK,KT Rolster,T1,under,total_inhibitors 1.5,96.88%,1.14,2.25,BET365,url não disponível,win,1,1,1.25
30 Jul 2025 07:00,LCK,KT Rolster,T1,under,total_dragons 4.5,56.25%,1.6,2.5,BET365,url não disponível,win,1,1,1.5
30 Jul 2025 13:00,LFL,Gentle Mates,Vitality.Bee,under,game_duration 32.5,11.11%,1.65,1.83,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 13:00,LVP SL,UCAM Esports,LUA Gaming,over,total_dragons 4.5,25.00%,2.0,2.5,BET365,url não disponível,win,1,1,1.5
30 Jul 2025 13:00,LVP SL,UCAM Esports,LUA Gaming,over,total_towers 12.5,15.50%,1.82,2.1,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 13:00,PRM,CGN Esports,Eintracht Spandau,under,total_dragons 4.5,32.17%,1.38,1.83,BET365,url não disponível,pending,1,0,0.0
30 Jul 2025 14:00,LVP SL,Los Heretics,Ramboot Club,under,total_towers 12.5,31.88%,1.26,1.66,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 14:00,LVP SL,Los Heretics,Ramboot Club,under,total_inhibitors 1.5,27.72%,1.49,1.9,BET365,url não disponível,win,1,1,0.9
30 Jul 2025 15:00,PRM,Eintracht Frankfurt,Berlin International Gaming,over,total_towers 12.5,16.85%,2.03,2.37,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 16:00,LVP SL,ZETA,GiantX,over,total_towers 11.5,45.14%,1.31,1.9,BET365,url não disponível,win,1,1,0.9
30 Jul 2025 16:00,LVP SL,ZETA,GiantX,under,game_duration 32.5,16.92%,1.57,1.83,BET365,url não disponível,win,1,1,0.83
30 Jul 2025 16:00,EBL,SPIKE Syndicate,BeFive,under,total_kills 34.5,10.56%,1.66,1.83,BET365,url não disponível,pending,1,0,0.0
30 Jul 2025 16:00,LFL,Ici Japon Corp. Esport,Karmine Corp Blue,under,total_towers 12.5,14.00%,1.26,1.44,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 17:00,LVP SL,Barça eSports,Veni Vidi Vici,over,total_dragons 4.5,20.27%,2.08,2.5,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 17:00,LVP SL,Barça eSports,Veni Vidi Vici,over,total_kills 30.5,19.23%,1.53,1.83,BET365,url não disponível,win,1,1,0.83
31 Jul 2025 05:00,LCK,BNK FEARX,OKSavingsBank BRION,under,total_inhibitors 1.5,66.25%,1.26,2.1,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 05:00,LCK,BNK FEARX,OKSavingsBank BRION,over,total_kills 25.5,44.88%,1.26,1.83,BET365,url não disponível,win,1,1,0.83
31 Jul 2025 07:00,LCKC,OKSavingsBank BRION Challengers,DN Freecs Challengers,over,total_kills 29.5,38.56%,1.32,1.83,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 07:00,LCKC,OKSavingsBank BRION Challengers,DN Freecs Challengers,over,total_dragons 4.5,16.71%,1.47,1.72,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 07:00,LCK,Nongshim RedForce,Hanwha Life Esports,under,total_inhibitors 1.5,72.00%,1.0,1.72,BET365,url não disponível,win,1,1,0.72
31 Jul 2025 07:00,LCK,Nongshim RedForce,Hanwha Life Esports,under,total_towers 11.5,25.59%,1.37,1.72,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 11:30,TCL,BoostGate Esports,Papara SuperMassive,over,game_duration 32.5,14.38%,1.6,1.83,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 13:00,LFL,Vitality.Bee,Ici Japon Corp. Esport,under,total_towers 12.5,29.60%,1.11,1.44,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 13:00,LFL,Vitality.Bee,Ici Japon Corp. Esport,under,total_dragons 4.5,15.50%,1.82,2.1,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 13:00,LFL,BK ROG Esports,GameWard,under,total_inhibitors 1.5,24.50%,1.45,1.8,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 13:00,LFL,BK ROG Esports,GameWard,over,total_dragons 4.5,24.25%,1.69,2.1,BET365,url não disponível,win,1,1,1.1
31 Jul 2025 13:30,TCL,The Forbidden Five,Misa Esports,over,total_barons 1.5,27.50%,2.67,3.4,BET365,url não disponível,pending,1,0,0.0
31 Jul 2025 13:30,TCL,The Forbidden Five,Misa Esports,over,total_dragons 4.5,25.00%,1.6,2.0,BET365,url não disponível,pending,1,0,0.0
31 Jul 2025 14:00,ROL,mCon esports,Senshi eSports,under,total_kills 35.5,23.53%,1.48,1.83,BET365,url não disponível,win,1,1,0.83
31 Jul 2025 16:00,LFL,Team BDS Academy,Galions,under,total_barons 1.5,18.86%,1.08,1.28,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 16:00,LFL,Joblife,Solary,under,total_inhibitors 1.5,12.50%,1.6,1.8,BET365,url não disponível,win,1,1,0.8
31 Jul 2025 19:00,NACL,Conviction,Blue Otter,under,total_kills 29.5,11.83%,1.64,1.83,BET365,url não disponível,pending,1,0,0.0
31 Jul 2025 20:00,NACL,Dorado Gaming,Winthrop University,under,total_kills 28.5,14.38%,1.6,1.83,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 22:00,NACL,Vancouver Impact,CCG Esports,under,total_kills 28.5,18.53%,1.54,1.83,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 05:00,LCK,Gen.G,KT Rolster,under,total_inhibitors 1.5,42.50%,1.26,1.8,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 05:00,LCKC,Hanwha Life Esports Challengers,Nongshim Esports Academy,under,total_inhibitors 1.5,24.86%,1.52,1.9,BET365,url não disponível,win,1,1,0.9
1 Ago 2025 05:00,LCKC,Hanwha Life Esports Challengers,Nongshim Esports Academy,under,total_barons 1.5,14.00%,1.05,1.2,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 07:00,LCK,Dplus KIA,DN Freecs,over,total_kills 25.5,29.62%,1.41,1.83,BET365,url não disponível,win,1,1,0.83
1 Ago 2025 07:00,LCK,Dplus KIA,DN Freecs,over,total_dragons 4.5,23.44%,1.92,2.37,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 07:00,LCKC,DRX Challengers,BNK FEARX Youth,under,total_dragons 4.5,17.86%,1.7,2.0,BET365,url não disponível,win,1,1,1.0
1 Ago 2025 07:00,LCKC,DRX Challengers,BNK FEARX Youth,under,total_towers 11.5,13.64%,1.51,1.72,BET365,url não disponível,win,1,1,0.72
1 Ago 2025 08:00,LPL,Invictus Gaming,Weibo Gaming,over,total_kills 28.5,14.38%,1.6,1.83,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 08:00,LPL,Invictus Gaming,Weibo Gaming,under,total_inhibitors 1.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
1 Ago 2025 11:00,HW,Nightbirds,Entropiq,under,total_kills 31.5,14.38%,1.6,1.83,BET365,url não disponível,pending,1,0,0.0
1 Ago 2025 11:30,TCL,ULF Esports,The Forbidden Five,over,total_inhibitors 1.5,45.25%,1.14,1.66,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 11:30,TCL,ULF Esports,The Forbidden Five,over,total_dragons 4.5,24.50%,1.33,1.66,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 13:00,LFL,BK ROG Esports,Solary,under,total_inhibitors 1.5,20.00%,1.5,1.8,BET365,url não disponível,win,1,1,0.8
1 Ago 2025 13:00,PRM,ROSSMANN Centaurs,TeamOrangeGaming,under,total_inhibitors 1.5,38.89%,1.44,2.0,BET365,url não disponível,win,1,1,1.0
1 Ago 2025 13:30,TCL,Bushido Wildcats,BoostGate Esports,over,total_inhibitors 1.5,24.50%,1.33,1.66,BET365,url não disponível,win,1,1,0.66
1 Ago 2025 14:30,TCL,Papara SuperMassive,Beşiktaş Esports,under,total_towers 12.5,20.75%,1.33,1.61,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 14:30,TCL,Papara SuperMassive,Beşiktaş Esports,under,total_barons 1.5,19.00%,1.14,1.36,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 16:00,LFL,Gentle Mates,Galions,under,game_duration 32.5,56.86%,1.17,1.83,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 16:00,LFL,Gentle Mates,Galions,under,total_dragons 4.5,35.00%,1.56,2.1,BET365,url não disponível,loss,1,1,-1.0
1 Ago 2025 21:00,NACL,Winthrop University,CCG Esports,under,total_kills 29.5,26.16%,1.45,1.83,BET365,url não disponível,loss,1,1,-1.0
2 Ago 2025 03:00,LCK,T1,Hanwha Life Esports,under,total_inhibitors 1.5,92.50%,1.09,2.1,BET365,url não disponível,loss,1,1,-1.0
2 Ago 2025 03:00,LCK,T1,Hanwha Life Esports,under,total_dragons 4.5,54.71%,1.53,2.37,BET365,url não disponível,win,1,1,1.37
2 Ago 2025 04:00,LPL,ThunderTalk Gaming,LGD Gaming,under,total_kills 28.5,18.95%,1.54,1.83,BET365,url não disponível,win,1,1,0.83
2 Ago 2025 04:00,LPL,ThunderTalk Gaming,LGD Gaming,under,game_duration 31.5,18.95%,1.54,1.83,BET365,url não disponível,loss,1,1,-1.0
2 Ago 2025 05:00,LCK,BNK FEARX,DRX,under,total_inhibitors 1.5,78.13%,1.26,2.25,BET365,url não disponível,win,1,1,1.25
2 Ago 2025 05:00,LCK,BNK FEARX,DRX,over,total_kills 26.5,37.25%,1.33,1.83,BET365,url não disponível,win,1,1,0.83
2 Ago 2025 06:00,LPL,LNG Esports,Ultra Prime,under,total_towers 12.5,30.83%,1.2,1.57,BET365,url não disponível,win,1,1,0.57
2 Ago 2025 06:00,LPL,LNG Esports,Ultra Prime,under,total_inhibitors 1.5,22.00%,1.5,1.83,BET365,url não disponível,loss,1,1,-1.0
2 Ago 2025 06:30,LCP,DetonatioN FocusMe,Chiefs Esports Club,under,total_towers 11.5,42.05%,1.76,2.5,BET365,url não disponível,win,1,1,1.5
2 Ago 2025 06:30,LCP,DetonatioN FocusMe,Chiefs Esports Club,under,total_dragons 4.5,37.78%,1.81,2.5,BET365,url não disponível,win,1,1,1.5
2 Ago 2025 08:00,LPL,JD Gaming,Anyone's Legend,under,total_inhibitors 1.5,29.63%,1.41,1.83,BET365,url não disponível,win,1,1,0.83
2 Ago 2025 08:00,LPL,JD Gaming,Anyone's Legend,under,total_towers 12.5,27.50%,1.2,1.53,BET365,url não disponível,win,1,1,0.53
3 Ago 2025 03:00,LCK,DN Freecs,OKSavingsBank BRION,under,total_inhibitors 1.5,31.25%,1.6,2.1,BET365,url não disponível,win,1,1,1.1
3 Ago 2025 03:00,LCK,DN Freecs,OKSavingsBank BRION,over,total_kills 24.5,29.62%,1.41,1.83,BET365,url não disponível,loss,1,1,-1.0
3 Ago 2025 05:00,LCK,Nongshim RedForce,Gen.G,over,total_barons 1.5,47.32%,5.09,7.5,BET365,url não disponível,loss,1,1,-1.0
3 Ago 2025 05:00,LCK,Nongshim RedForce,Gen.G,under,total_inhibitors 1.5,38.33%,1.2,1.66,BET365,url não disponível,win,1,1,0.66
3 Ago 2025 06:00,LPL,LNG Esports,EDward Gaming,under,total_towers 12.5,17.75%,1.33,1.57,BET365,url não disponível,win,1,1,0.57
3 Ago 2025 06:00,LPL,LNG Esports,EDward Gaming,over,total_kills 25.5,12.50%,1.6,1.8,BET365,url não disponível,loss,1,1,-1.0
3 Ago 2025 08:00,LPL,Bilibili Gaming,Top Esports,under,total_towers 12.5,30.83%,1.2,1.57,BET365,url não disponível,win,1,1,0.57
3 Ago 2025 09:00,LCP,GAM Esports,Team Secret Whales,under,total_inhibitors 1.5,59.38%,1.41,2.25,BET365,url não disponível,win,1,1,1.25
3 Ago 2025 09:00,LCP,GAM Esports,Team Secret Whales,under,total_towers 12.5,48.75%,1.41,2.1,BET365,url não disponível,win,1,1,1.1
30 Jul 2025 13:00,LVP SL,Guasones,Los Heretics,under,total_inhibitors 1.5,59.39%,1.19,1.9,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 13:00,LVP SL,Guasones,Los Heretics,under,total_kills 26.5,35.22%,1.35,1.83,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 15:00,LVP SL,LUA Gaming,Barça eSports,under,game_duration 32.5,14.38%,1.6,1.83,BET365,url não disponível,win,1,1,0.83
30 Jul 2025 15:00,LVP SL,LUA Gaming,Barça eSports,under,total_inhibitors 1.5,10.83%,1.71,1.9,BET365,url não disponível,loss,1,1,-1.0
30 Jul 2025 17:00,LVP SL,Veni Vidi Vici,ZETA,over,total_kills 30.5,19.23%,1.53,1.83,BET365,url não disponível,win,1,1,0.83
30 Jul 2025 17:00,LVP SL,Veni Vidi Vici,ZETA,over,total_towers 12.5,15.61%,1.82,2.1,BET365,url não disponível,win,1,1,1.1
30 Jul 2025 21:00,CD,Alpha7 Esports,Corinthians Esports,under,total_kills 31.5,71.56%,1.07,1.83,BET365,url não disponível,win,1,1,0.83
31 Jul 2025 05:00,LCKC,T1 Esports Academy,KT Rolster Challengers,under,total_dragons 4.5,60.00%,1.25,2.0,BET365,url não disponível,loss,1,1,-1.0
31 Jul 2025 05:00,LCKC,T1 Esports Academy,KT Rolster Challengers,over,total_inhibitors 1.5,44.00%,1.25,1.8,BET365,url não disponível,win,1,1,0.8
31 Jul 2025 14:30,TCL,Beşiktaş Esports,ULF Esports,under,total_barons 1.5,28.00%,1.0,1.28,BET365,url não disponível,win,1,1,0.28
31 Jul 2025 14:30,TCL,Beşiktaş Esports,ULF Esports,under,total_towers 12.5,24.50%,1.33,1.66,BET365,url não disponível,loss,1,1,-1.0
2 Ago 2025 12:00,LTA S,FURIA,paiN Gaming,under,total_barons 1.5,14.53%,1.16,1.33,BET365,url não disponível,win,1,1,0.33
2 Ago 2025 12:00,LTA S,FURIA,paiN Gaming,under,total_towers 12.5,14.04%,1.41,1.61,BET365,url não disponível,win,1,1,0.61
2 Ago 2025 14:00,LEC,Team Heretics,Fnatic,under,total_dragons 4.5,42.92%,1.47,2.1,BET365,url não disponível,loss,1,1,-1.0
2 Ago 2025 14:00,LEC,Team Heretics,Fnatic,under,total_towers 12.5,33.72%,1.24,1.66,BET365,url não disponível,win,1,1,0.66
2 Ago 2025 15:00,LTA S,Fluxo W7M,Isurus Estral,under,total_inhibitors 1.5,48.75%,1.41,2.1,BET365,url não disponível,pending,1,0,0.0
2 Ago 2025 15:00,LTA S,Fluxo W7M,Isurus Estral,over,total_towers 12.5,19.17%,1.85,2.2,BET365,url não disponível,pending,1,0,0.0
2 Ago 2025 20:00,LTA N,LYON,Team Liquid,over,total_dragons 4.5,14.00%,1.67,1.9,BET365,url não disponível,win,1,1,0.9
3 Ago 2025 12:00,LTA S,Leviatan,Vivo Keyd Stars,under,game_duration 31.5,41.83%,1.29,1.83,BET365,url não disponível,win,1,1,0.83
3 Ago 2025 12:00,LTA S,Leviatan,Vivo Keyd Stars,under,total_dragons 4.5,37.75%,1.38,1.9,BET365,url não disponível,win,1,1,0.9
3 Ago 2025 12:00,LEC,Team BDS,SK Gaming,over,total_barons 1.5,32.58%,2.64,3.5,BET365,url não disponível,win,1,1,2.5
3 Ago 2025 12:00,LEC,Team BDS,SK Gaming,over,total_dragons 4.5,19.70%,1.25,1.5,BET365,url não disponível,win,1,1,0.5
3 Ago 2025 14:00,LEC,GiantX,Karmine Corp,under,total_dragons 4.5,50.00%,1.5,2.25,BET365,url não disponível,loss,1,1,-1.0
3 Ago 2025 14:00,LEC,GiantX,Karmine Corp,under,total_towers 12.5,42.50%,1.26,1.8,BET365,url não disponível,loss,1,1,-1.0
